Gene stable ID,Gene name,Mouse gene name,Mouse gene stable ID,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Gene-order conservation score
ENSG00000289705,,,,,,
ENSG00000225876,,,,,,
ENSG00000251796,SNORA70,Gm22362,ENSMUSG00000065036,ortholog_one2many,0,
ENSG00000229238,PPP1R12BP1,,,,,
ENSG00000252948,RNU6-1314P,,,,,
ENSG00000233843,CYCSP48,,,,,
ENSG00000188399,ANKRD36P1,,,,,
ENSG00000277146,,,,,,
ENSG00000129862,VCY1B,,,,,
ENSG00000235451,PNPLA4P1,,,,,
ENSG00000289706,,,,,,
ENSG00000226611,OFD1P2Y,,,,,
ENSG00000240438,OFD1P5Y,,,,,
ENSG00000286247,,,,,,
ENSG00000225624,TBL1YP1,,,,,
ENSG00000280969,RPS4Y2,,,,,
ENSG00000224482,HSFY4P,,,,,
ENSG00000216844,,,,,,
ENSG00000229551,GAPDHP17,,,,,
ENSG00000226504,TMEM167AP1,,,,,
ENSG00000254488,,,,,,
ENSG00000237427,TOMM22P1,,,,,
ENSG00000289707,,,,,,
ENSG00000232634,NEFLP1,,,,,
ENSG00000226918,,,,,,
ENSG00000183146,PRORY,,,,,
ENSG00000236615,,,,,,
ENSG00000288057,,,,,,
ENSG00000237269,RBMY2TP,,,,,
ENSG00000169849,TSPY14P,,,,,
ENSG00000169811,RBMY1HP,,,,,
ENSG00000242393,,,,,,
ENSG00000228257,,,,,,
ENSG00000184991,TTTY13,,,,,
ENSG00000271123,ELOCP5,,,,,
ENSG00000226042,CDY10P,,,,,
ENSG00000237023,USP9YP3,,,,,
ENSG00000229416,USP9YP8,,,,,
ENSG00000230029,CDY11P,,,,,
ENSG00000224169,HSFY6P,,,,,
ENSG00000223407,USP9YP18,,,,,
ENSG00000226873,CDY14P,,,,,
ENSG00000227915,ELOCP16,,,,,
ENSG00000236620,XKRYP3,,,,,
ENSG00000224866,USP9YP25,,,,,
ENSG00000232424,USP9YP29,,,,,
ENSG00000252681,RNU1-97P,,,,,
ENSG00000232910,RAB9AP1,,,,,
ENSG00000232845,TRAPPC2P9,,,,,
ENSG00000237302,OFD1P11Y,,,,,
ENSG00000169763,PRYP3,,,,,
ENSG00000277930,,,,,,
ENSG00000252468,RNU2-57P,,,,,
ENSG00000231341,VDAC1P6,,,,,
ENSG00000235001,EIF4A1P2,,,,,
ENSG00000214207,KRT18P10,,,,,
ENSG00000278585,SNX3P1Y,,,,,
ENSG00000235175,RPL26P37,,,,,
ENSG00000099715,PCDH11Y,Pcdh11x,ENSMUSG00000034755,ortholog_one2many,1,25
ENSG00000225466,OFD1P10Y,,,,,
ENSG00000231540,ELOCP9,,,,,
ENSG00000223362,CDY15P,,,,,
ENSG00000231026,XKRYP4,,,,,
ENSG00000224571,USP9YP13,,,,,
ENSG00000226369,USP9YP11,,,,,
ENSG00000280961,TTTY3B,,,,,
ENSG00000227871,USP9YP12,,,,,
ENSG00000251917,RNU1-86P,,,,,
ENSG00000231423,RAB9AP5,,,,,
ENSG00000228465,TRAPPC2P10,,,,,
ENSG00000232585,OFD1P12Y,,,,,
ENSG00000234081,ELOCP10,,,,,
ENSG00000172352,CDY1B,,,,,
ENSG00000231375,CDY17P,,,,,
ENSG00000237467,USP9YP35,,,,,
ENSG00000229250,USP9YP31,,,,,
ENSG00000232205,CDY18P,,,,,
ENSG00000235981,,,,,,
ENSG00000223698,GOLGA6L11P,,,,,
ENSG00000242854,DNM1P24,,,,,
ENSG00000230977,,,,,,
ENSG00000244231,CSPG4P2Y,,,,,
ENSG00000172342,CSPG4P3Y,,,,,
ENSG00000284071,,,,,,
ENSG00000274234,RN7SL818P,,,,,
ENSG00000225491,UBE2Q2P4Y,,,,,
ENSG00000224827,LINC00265-2P,,,,,
ENSG00000233740,CICP2,,,,,
ENSG00000248792,SEPTIN14P22,,,,,
ENSG00000279274,,,,,,
ENSG00000234399,RBMY2XP,,,,,
ENSG00000227439,TTTY17B,,,,,
ENSG00000224210,TRIM60P5Y,,,,,
ENSG00000232003,ZNF736P12Y,,,,,
ENSG00000235412,TTTY4B,,,,,
ENSG00000183795,BPY2B,,,,,
ENSG00000240566,,,,,,
ENSG00000236379,ZNF736P4Y,,,,,
ENSG00000274899,,,,,,
ENSG00000223641,TTTY17C,,,,,
ENSG00000227633,RBMY2YP,,,,,
ENSG00000279115,,,,,,
ENSG00000233652,CICP1,,,,,
ENSG00000233944,LINC00265-3P,,,,,
ENSG00000223636,UBE2Q2P5Y,,,,,
ENSG00000172297,GOLGA2P3Y,,,,,
ENSG00000278242,RN7SL725P,,,,,
ENSG00000284380,,,,,,
ENSG00000172294,CSPG4P4Y,,,,,
ENSG00000240450,CSPG4P1Y,,,,,
ENSG00000239304,DNM1P48,,,,,
ENSG00000233619,,,,,,
ENSG00000197092,GOLGA6L16P,,,,,
ENSG00000235583,,,,,,
ENSG00000237823,CDY19P,,,,,
ENSG00000229709,USP9YP36,,,,,
ENSG00000232064,USP9YP33,,,,,
ENSG00000225609,CDY20P,,,,,
ENSG00000270535,ELOCP34,,,,,
ENSG00000225287,OFD1P13Y,,,,,
ENSG00000225256,TRAPPC2P5,,,,,
ENSG00000223856,RAB9AP2,,,,,
ENSG00000235004,USP9YP30,,,,,
ENSG00000252426,RNU1-107P,,,,,
ENSG00000231141,TTTY3,,,,,
ENSG00000232614,USP9YP9,,,,,
ENSG00000225326,USP9YP19,,,,,
ENSG00000223406,XKRYP5,,,,,
ENSG00000215506,TPTE2P4,,,,,
ENSG00000224240,CYCSP49,,,,,
ENSG00000227629,SLC25A15P1,,,,,
ENSG00000237917,PARP4P1,,,,,
ENSG00000231514,CCNQP2,,,,,
ENSG00000172288,CDY1,,,,,
ENSG00000226941,RBMY1J,Gm29289,ENSMUSG00000101667,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm21704,ENSMUSG00000093987,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm21693,ENSMUSG00000094511,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm21708,ENSMUSG00000095948,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm10352,ENSMUSG00000091987,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm4064,ENSMUSG00000102053,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm10256,ENSMUSG00000095852,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Rbmy,ENSMUSG00000094658,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm21677,ENSMUSG00000093918,ortholog_many2many,0,0
ENSG00000226941,RBMY1J,Gm3376,ENSMUSG00000096520,ortholog_many2many,0,0
ENSG00000238074,TSPY9,,,,,
ENSG00000289826,,,,,,
ENSG00000242875,RBMY1B,Gm29289,ENSMUSG00000101667,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm21704,ENSMUSG00000093987,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm21693,ENSMUSG00000094511,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm21708,ENSMUSG00000095948,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm10352,ENSMUSG00000091987,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm4064,ENSMUSG00000102053,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm10256,ENSMUSG00000095852,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Rbmy,ENSMUSG00000094658,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm21677,ENSMUSG00000093918,ortholog_many2many,0,0
ENSG00000242875,RBMY1B,Gm3376,ENSMUSG00000096520,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm29289,ENSMUSG00000101667,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm21704,ENSMUSG00000093987,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm21693,ENSMUSG00000094511,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm21708,ENSMUSG00000095948,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm10352,ENSMUSG00000091987,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm4064,ENSMUSG00000102053,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm10256,ENSMUSG00000095852,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Rbmy,ENSMUSG00000094658,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm21677,ENSMUSG00000093918,ortholog_many2many,0,0
ENSG00000234414,RBMY1A1,Gm3376,ENSMUSG00000096520,ortholog_many2many,0,0
ENSG00000234795,RFTN1P1,,,,,
ENSG00000290323,,,,,,
ENSG00000225516,FAM197Y5,,,,,
ENSG00000290330,FAM197Y5,,,,,
ENSG00000234803,FAM197Y2,,,,,
ENSG00000290332,,,,,,
ENSG00000243040,RBMY2FP,,,,,
ENSG00000290336,RBMY2FP,,,,,
ENSG00000173357,,,,,,
ENSG00000290342,,,,,,
ENSG00000236718,RBMY2QP,,,,,
ENSG00000290344,,,,,,
ENSG00000224657,RBMY2BP,,,,,
ENSG00000290348,,,,,,
ENSG00000285111,,,,,,
ENSG00000250204,TTTY23B,,,,,
ENSG00000290369,TTTY23B,,,,,
ENSG00000274196,FAM197Y4,,,,,
ENSG00000290373,FAM197Y4,,,,,
ENSG00000225685,TSPY5P,,,,,
ENSG00000290378,,,,,,
ENSG00000284831,BRD7P1,,,,,
ENSG00000285274,,,,,,
ENSG00000180910,TTTY11,,,,,
ENSG00000284911,RN7SKP205,,,,,
ENSG00000290381,TTTY11,,,,,
ENSG00000284904,,,,,,
ENSG00000285965,,,,,,
ENSG00000285289,LINC00596,,,,,
ENSG00000224060,ARSLP1,,,,,
ENSG00000285282,DHRS4-AS1,,,,,
ENSG00000290435,,,,,,
ENSG00000234830,FAM197Y9,,,,,
ENSG00000290448,FAM197Y9,,,,,
ENSG00000230066,FAM197Y3,,,,,
ENSG00000290607,FAM197Y3,,,,,
ENSG00000286673,,,,,,
ENSG00000242153,OFD1P6Y,,,,,
ENSG00000290630,,,,,,
ENSG00000290716,TTTY9A,,,,,
ENSG00000285036,DHRS4L1,,,,,
ENSG00000284765,CARMIL3,,,,,
ENSG00000250868,XKRY,,,,,
ENSG00000290724,XKRY,,,,,
ENSG00000244646,XKRYP7,,,,,
ENSG00000282909,,,,,,
ENSG00000288686,,,,,,
ENSG00000290840,XGY2,,,,,
ENSG00000285221,CPNE6,,,,,
ENSG00000227289,HSFY3P,,,,,
ENSG00000290841,,,,,,
ENSG00000235462,TAB3P1,,,,,
ENSG00000290852,,,,,,
ENSG00000241859,ANOS2P,,,,,
ENSG00000290853,,,,,,
ENSG00000223637,RBMY2EP,,,,,
ENSG00000290954,,,,,,
ENSG00000285493,NRL,,,,,
ENSG00000239533,GOLGA2P2Y,,,,,
ENSG00000291016,GOLGA2P2Y,,,,,
ENSG00000215580,BCORP1,,,,,
ENSG00000291031,BCORP1,,,,,
ENSG00000285241,PCK2,,,,,
ENSG00000278212,,,,,,
ENSG00000291032,,,,,,
ENSG00000131002,TXLNGY,,,,,
ENSG00000284796,DCAF11,,,,,
ENSG00000291033,TXLNGY,,,,,
ENSG00000284818,,,,,,
ENSG00000285321,FITM1,,,,,
ENSG00000284916,PSME1,,,,,
ENSG00000206159,GYG2P1,,,,,
ENSG00000291034,,,,,,
ENSG00000285377,EMC9,,,,,
ENSG00000285298,,,,,,
ENSG00000284889,PSME2,,,,,
ENSG00000232235,CDY3P,,,,,
ENSG00000224408,USP9YP22,,,,,
ENSG00000238154,USP9YP4,,,,,
ENSG00000232924,ELOCP4,,,,,
ENSG00000197038,RBMY1A3P,,,,,
ENSG00000275310,,,,,,
ENSG00000232808,TTTY20,,,,,
ENSG00000233803,TSPY4,,,,,
ENSG00000285146,MIR7703,,,,,
ENSG00000285152,RNF31,,,,,
ENSG00000228383,FAM197Y7,,,,,
ENSG00000286120,,,,,,
ENSG00000188656,TSPY7P,,,,,
ENSG00000237802,FAM197Y6,,,,,
ENSG00000286173,,,,,,
ENSG00000229549,TSPY8,,,,,
ENSG00000284845,,,,,,
ENSG00000285306,RNA5SP383,,,,,
ENSG00000285048,IRF9,,,,,
ENSG00000228927,TSPY3,,,,,
ENSG00000285007,REC8,,,,,
ENSG00000215540,RBMY2CP,,,,,
ENSG00000293249,,,,,,
ENSG00000285248,IPO4,,,,,
ENSG00000215507,RBMY2DP,,,,,
ENSG00000293280,,,,,,
ENSG00000239893,ZNF736P9Y,,,,,
ENSG00000293305,,,,,,
ENSG00000225560,FAM197Y8,,,,,
ENSG00000293362,FAM197Y8,,,,,
ENSG00000099725,PRKY,,,,,
ENSG00000293442,PRKY,,,,,
ENSG00000228786,SEPTIN14P23,,,,,
ENSG00000285125,,,,,,
ENSG00000290725,XKRYP7,,,,,
ENSG00000290726,FAM41AY2,,,,,
ENSG00000287341,,,,,,
ENSG00000285465,TM9SF1,,,,,
ENSG00000292327,PPP2R3B,,,,,
ENSG00000292328,RPL14P5,,,,,
ENSG00000292329,,,,,,
ENSG00000285502,,,,,,
ENSG00000292330,,,,,,
ENSG00000284802,,,,,,
ENSG00000292331,ASMTL-AS1,,,,,
ENSG00000285309,,,,,,
ENSG00000285140,TSSK4,,,,,
ENSG00000292332,IL3RA,,,,,
ENSG00000285302,CHMP4A,,,,,
ENSG00000292333,P2RY8,,,,,
ENSG00000292334,SLC25A6,,,,,
ENSG00000292335,,,,,,
ENSG00000285296,,,,,,
ENSG00000292336,ASMT,,,,,
ENSG00000285200,MDP1,,,,,
ENSG00000292337,DHRSX-IT1,,,,,
ENSG00000292338,DHRSX,,,,,
ENSG00000285425,NEDD8-MDP1,,,,,
ENSG00000285246,NEDD8,,,,,
ENSG00000292339,ASMTL,,,,,
ENSG00000292340,LINC02968,,,,,
ENSG00000292341,LINC00106,,,,,
ENSG00000284752,GMPR2,,,,,
ENSG00000292342,LINC00685,,,,,
ENSG00000292343,AKAP17A,,,,,
ENSG00000292344,PLCXD1,,,,,
ENSG00000292345,ZBED1,,,,,
ENSG00000292346,MIR6089,,,,,
ENSG00000292347,LINC00102,,,,,
ENSG00000292348,CD99,,,,,
ENSG00000284915,TINF2,,,,,
ENSG00000285348,TGM1,,,,,
ENSG00000292349,,,,,,
ENSG00000292350,Metazoa_SRP,,,,,
ENSG00000292351,,,,,,
ENSG00000292352,FABP5P13,,,,,
ENSG00000292353,KRT18P53,,,,,
ENSG00000292354,SHOX,,,,,
ENSG00000292355,MIR3690,,,,,
ENSG00000292356,RNA5SP498,,,,,
ENSG00000285193,RABGGTA,,,,,
ENSG00000292357,CSF2RA,,,,,
ENSG00000287436,,,,,,
ENSG00000286762,,,,,,
ENSG00000284868,DHRS1,,,,,
ENSG00000292358,GTPBP6,,,,,
ENSG00000292359,,,,,,
ENSG00000292360,,,,,,
ENSG00000285326,NOP9,,,,,
ENSG00000292361,CD99P1,,,,,
ENSG00000292362,CD99P1,,,,,
ENSG00000285199,CIDEB,,,,,
ENSG00000285203,LTB4R2,,,,,
ENSG00000292363,CRLF2,,,,,
ENSG00000285456,LTB4R,,,,,
ENSG00000292364,AMD1P2,,,,,
ENSG00000292365,DPH3P2,,,,,
ENSG00000292366,VAMP7,,,,,
ENSG00000284814,ADCY4,,,,,
ENSG00000292367,ELOCP24,,,,,
ENSG00000292368,TRPC6P1,,,,,
ENSG00000292369,,,,,,
ENSG00000292370,WASIR1,,,,,
ENSG00000292371,DDX11L16,,,,,
ENSG00000292372,WASH6P,,,,,
ENSG00000285511,,,,,,
ENSG00000292373,IL9R,,,,,
ENSG00000285379,RIPK3,,,,,
ENSG00000285386,U6,,,,,
ENSG00000285485,NFATC4,,,,,
ENSG00000284807,DHRS4,,,,,
ENSG00000292270,DHRS4L2,,,,,
ENSG00000284898,DHRS4L1,,,,,
ENSG00000280774,LEUTX,,,,,
ENSG00000281677,,,,,,
ENSG00000281320,DYRK1B,,,,,
ENSG00000281403,MIR6719,,,,,
ENSG00000280548,FBL,,,,,
ENSG00000280932,PRR13P5,,,,,
ENSG00000281221,PSMC4,,,,,
ENSG00000281526,ZNF546,,,,,
ENSG00000281233,,,,,,
ENSG00000281601,ZNF780B,,,,,
ENSG00000281009,,,,,,
ENSG00000280568,ZNF780A,,,,,
ENSG00000280797,,,,,,
ENSG00000281123,FCGBP,,,,,
ENSG00000285435,H3-4,,,,,
ENSG00000284795,RPL23AP15,,,,,
ENSG00000284841,H2AC25,,,,,
ENSG00000285449,H2BC26,,,,,
ENSG00000284998,MIR4666A,,,,,
ENSG00000285234,H2BC27P,,,,,
ENSG00000285050,,,,,,
ENSG00000285426,RNF187,,,,,
ENSG00000285166,RNA5S1,,,,,
ENSG00000285285,RNA5S2,,,,,
ENSG00000285168,RNA5S3,,,,,
ENSG00000284853,RNA5S16,,,,,
ENSG00000285158,RNA5S17,,,,,
ENSG00000284877,RNA5SP18,,,,,
ENSG00000285311,DUSP5P1,,,,,
ENSG00000285183,,,,,,
ENSG00000285319,FTH1P2,,,,,
ENSG00000284984,RHOU,,,,,
ENSG00000285153,BTNL10P,,,,,
ENSG00000293409,,,,,,
ENSG00000280584,OBP2B,,,,,
ENSG00000280820,LCN1P1,,,,,
ENSG00000280632,Y_RNA,,,,,
ENSG00000281430,LCN1P2,,,,,
ENSG00000281309,SURF6,,,,,
ENSG00000281393,Y_RNA,,,,,
ENSG00000281022,MED22,,,,,
ENSG00000281699,RPL21P81,,,,,
ENSG00000280858,RPL7A,,,,,
ENSG00000280889,SNORD24,,,,,
ENSG00000281243,SNORD36B,,,,,
ENSG00000281907,SNORD36A,,,,,
ENSG00000283984,,,,,,
ENSG00000281541,SNORD36C,,,,,
ENSG00000280627,SURF1,,,,,
ENSG00000281024,SURF2,,,,,
ENSG00000280951,SURF4,,,,,
ENSG00000281245,STKLD1,,,,,
ENSG00000280706,REXO4,,,,,
ENSG00000281244,ADAMTS13,,,,,
ENSG00000283272,,,,,,
ENSG00000283276,,,,,,
ENSG00000280479,CACFD1,,,,,
ENSG00000281165,SLC2A6,,,,,
ENSG00000281879,ABO,,,,,
ENSG00000285481,RNU6-1004P,,,,,
ENSG00000285063,FRG2,,,,,
ENSG00000283153,FRG1,,,,,
ENSG00000283508,MLLT10P2,,,,,
ENSG00000283127,,,,,,
ENSG00000283593,TUBB7P,,,,,
ENSG00000283700,RNA5SP174,,,,,
ENSG00000283581,RNA5SP175,,,,,
ENSG00000283181,DUX4L9,,,,,
ENSG00000283449,RARRES2P4,,,,,
ENSG00000284383,,,,,,
ENSG00000284496,,,,,,
ENSG00000284262,,,,,,
ENSG00000283767,,,,,,
ENSG00000284210,,,,,,
ENSG00000283884,,,,,,
ENSG00000283955,,,,,,
ENSG00000284025,,,,,,
ENSG00000283878,,,,,,
ENSG00000284181,,,,,,
ENSG00000283820,,,,,,
ENSG00000283660,RPL23AP84,,,,,
ENSG00000292263,,,,,,
ENSG00000283363,DUX4L8,,,,,
ENSG00000283949,DUX4,,,,,
ENSG00000291475,,,,,,
ENSG00000291476,RPSAP28,,,,,
ENSG00000291477,ALMS1-IT1,,,,,
ENSG00000291478,,,,,,
ENSG00000291479,NAT8,,,,,
ENSG00000291480,TPRKB,,,,,
ENSG00000291481,,,,,,
ENSG00000291482,,,,,,
ENSG00000291483,DUSP11,,,,,
ENSG00000291463,LINC01300,,,,,
ENSG00000291464,,,,,,
ENSG00000291484,C2orf78,,,,,
ENSG00000291465,GPR20,,,,,
ENSG00000291472,,,,,,
ENSG00000291485,NAT8B,,,,,
ENSG00000291466,ASTILCS,,,,,
ENSG00000291486,ALMS1P1,,,,,
ENSG00000291487,ALMS1P1,,,,,
ENSG00000291470,PTP4A3,,,,,
ENSG00000291467,,,,,,
ENSG00000291468,,,,,,
ENSG00000291469,HNRNPA1P38,,,,,
ENSG00000291471,,,,,,
ENSG00000291474,C8orf90,,,,,
ENSG00000291473,MROH5,,,,,
ENSG00000281316,DPPA2P2,,,,,
ENSG00000281877,RPS6KA1,,,,,
ENSG00000280948,MIR1976,,,,,
ENSG00000281092,RN7SL679P,,,,,
ENSG00000280876,Y_RNA,,,,,
ENSG00000281679,RNU7-29P,,,,,
ENSG00000280806,,,,,,
ENSG00000280926,,,,,,
ENSG00000281805,,,,,,
ENSG00000283781,TNK1,,,,,
ENSG00000284009,PLSCR3,,,,,
ENSG00000284483,TMEM256-PLSCR3,,,,,
ENSG00000283771,TMEM256,,,,,
ENSG00000283859,NLGN2,,,,,
ENSG00000283843,,,,,,
ENSG00000284598,SPEM1,,,,,
ENSG00000283714,SPEM2,,,,,
ENSG00000284090,SPEM3,,,,,
ENSG00000286184,,,,,,
ENSG00000284228,TMEM102,,,,,
ENSG00000283895,,,,,,
ENSG00000283903,FGF11,,,,,
ENSG00000284222,,,,,,
ENSG00000284115,,,,,,
ENSG00000283946,CHRNB1,,,,,
ENSG00000283868,ZBTB4,,,,,
ENSG00000284515,SLC35G6,,,,,
ENSG00000284832,POLR2A,,,,,
ENSG00000281211,CTBP2P1,,,,,
ENSG00000284750,,,,,,
ENSG00000285415,,,,,,
ENSG00000285209,RPL21P63,,,,,
ENSG00000284885,GCNT2P1,,,,,
ENSG00000285893,,,,,,
ENSG00000285312,C6orf52,,,,,
ENSG00000284941,Y_RNA,,,,,
ENSG00000285226,PAK1IP1,,,,,
ENSG00000284936,TMEM14C,,,,,
ENSG00000285222,GCNT2,,,,,
ENSG00000280781,EI24P3,,,,,
ENSG00000281707,,,,,,
ENSG00000281894,ZKSCAN7,,,,,
ENSG00000281456,ZKSCAN7-AS1,,,,,
ENSG00000280661,ZNF660,,,,,
ENSG00000280795,MPRIPP1,,,,,
ENSG00000281709,ZNF197,,,,,
ENSG00000280907,ZNF197-AS1,,,,,
ENSG00000281306,ZNF35,,,,,
ENSG00000281102,,,,,,
ENSG00000280872,SOCS5P3,,,,,
ENSG00000281448,ZNF502,,,,,
ENSG00000281661,ZNF501,,,,,
ENSG00000281665,KIAA1143,,,,,
ENSG00000280610,KIF15,,,,,
ENSG00000284275,MIR564,,,,,
ENSG00000280516,TMEM42,,,,,
ENSG00000281886,TGM4,,,,,
ENSG00000280701,,,,,,
ENSG00000281626,ZNF852,,,,,
ENSG00000285500,,,,,,
ENSG00000285429,,,,,,
ENSG00000285143,TRIM51FP,,,,,
ENSG00000285164,GRM5P1,,,,,
ENSG00000293525,GRM5P1,,,,,
ENSG00000286057,,,,,,
ENSG00000286146,,,,,,
ENSG00000278678,CYCSP41,,,,,
ENSG00000279647,,,,,,
ENSG00000280372,,,,,,
ENSG00000179381,OR4K11P,,,,,
ENSG00000278931,,,,,,
ENSG00000286148,,,,,,
ENSG00000280436,,,,,,
ENSG00000279720,SOWAHCP2,,,,,
ENSG00000283163,,,,,,
ENSG00000279477,,,,,,
ENSG00000279303,,,,,,
ENSG00000274333,,,,,,
ENSG00000280614,,,,,,
ENSG00000280018,,,,,,
ENSG00000280330,CTBP2P10,,,,,
ENSG00000240770,C21orf91-OT1,,,,,
ENSG00000234159,RBPMSLP,,,,,
ENSG00000229336,SREK1IP1P1,,,,,
ENSG00000279062,CDRT15P8,,,,,
ENSG00000224141,MIR548XHG,,,,,
ENSG00000233676,FDPSP6,,,,,
ENSG00000226580,RPL39P40,,,,,
ENSG00000235965,,,,,,
ENSG00000227075,,,,,,
ENSG00000225735,NEK4P1,,,,,
ENSG00000232193,,,,,,
ENSG00000288094,,,,,,
ENSG00000226771,,,,,,
ENSG00000198618,PPIAP22,,,,,
ENSG00000226818,SLC6A6P1,,,,,
ENSG00000279177,CTBP2P9,,,,,
ENSG00000286033,,,,,,
ENSG00000234340,,,,,,
ENSG00000231755,CHODL-AS1,,,,,
ENSG00000228592,D21S2088E,,,,,
ENSG00000237569,TUBAP1,,,,,
ENSG00000286155,,,,,,
ENSG00000279064,,,,,,
ENSG00000154646,TMPRSS15,Tmprss15,ENSMUSG00000022857,ortholog_one2one,1,100
ENSG00000275592,VN1R7P,,,,,
ENSG00000219368,ZNF299P,,,,,
ENSG00000288578,,,,,,
ENSG00000277991,,,,,,
ENSG00000284058,RNA5SP266,,,,,
ENSG00000283068,IBTK,,,,,
ENSG00000225906,,,,,,
ENSG00000228184,SNX19P1,,,,,
ENSG00000244278,,,,,,
ENSG00000287801,,,,,,
ENSG00000276077,,,,,,
ENSG00000282867,RNU6-130P,,,,,
ENSG00000282877,,,,,,
ENSG00000287304,,,,,,
ENSG00000283085,TPBG,,,,,
ENSG00000273872,SLC25A15P4,,,,,
ENSG00000279851,,,,,,
ENSG00000215326,GPX1P2,,,,,
ENSG00000223870,,,,,,
ENSG00000279895,,,,,,
ENSG00000279501,,,,,,
ENSG00000154639,CXADR,Gm1123,ENSMUSG00000044860,ortholog_one2one,0,0
ENSG00000231238,LINC00349,,,,,
ENSG00000102699,PARP4,Parp4,ENSMUSG00000054509,ortholog_one2one,1,0
ENSG00000291488,ITGA9,,,,,
ENSG00000291489,RPL21P135,,,,,
ENSG00000291491,NDUFAF4P3,,,,,
ENSG00000291493,RNU7-73P,,,,,
ENSG00000291494,,,,,,
ENSG00000291495,,,,,,
ENSG00000291496,ITGA9-AS1,,,,,
ENSG00000284068,KPNA7,,,,,
ENSG00000277282,IGHV1OR21-1,,,,,
ENSG00000287612,,,,,,
ENSG00000215005,HSPD1P7,,,,,
ENSG00000226043,,,,,,
ENSG00000233215,LINC01687,,,,,
ENSG00000231058,MSANTD2P1,,,,,
ENSG00000279186,,,,,,
ENSG00000215353,C1QBPP1,,,,,
ENSG00000227716,,,,,,
ENSG00000237444,,,,,,
ENSG00000217026,RPL10P1,,,,,
ENSG00000238265,LINC00317,,,,,
ENSG00000229306,,,,,,
ENSG00000278181,,,,,,
ENSG00000226204,,,,,,
ENSG00000229289,,,,,,
ENSG00000286222,,,,,,
ENSG00000226935,LINC00161,,,,,
ENSG00000232079,LINC01697,,,,,
ENSG00000224832,LINC01689,,,,,
ENSG00000279156,,,,,,
ENSG00000278106,,,,,,
ENSG00000228708,,,,,,
ENSG00000231136,,,,,,
ENSG00000230641,USP12-DT,,,,,
ENSG00000230233,,,,,,
ENSG00000027001,MIPEP,Mipep,ENSMUSG00000021993,ortholog_one2one,1,75
ENSG00000234439,KRT18P2,,,,,
ENSG00000226996,,,,,,
ENSG00000286012,,,,,,
ENSG00000231620,,,,,,
ENSG00000142207,URB1,Urb1,ENSMUSG00000039929,ortholog_one2one,1,100
ENSG00000233545,CYCSP33,,,,,
ENSG00000285840,,,,,,
ENSG00000269099,LSP1P1,,,,,
ENSG00000288103,,,,,,
ENSG00000215604,ZNF962P,,,,,
ENSG00000283579,,,,,,
ENSG00000224329,LINC00297,,,,,
ENSG00000102781,KATNAL1,Katnal1,ENSMUSG00000041298,ortholog_one2one,1,100
ENSG00000286032,,,,,,
ENSG00000232263,KRTAP25-1,,,,,
ENSG00000279213,SNX18P10,,,,,
ENSG00000286091,,,,,,
ENSG00000279990,RPSAP68,,,,,
ENSG00000154721,JAM2,Jam2,ENSMUSG00000053062,ortholog_one2one,1,100
ENSG00000281226,LINC02783,,,,,
ENSG00000283081,,,,,,
ENSG00000281459,PADI1,,,,,
ENSG00000280549,PADI3,,,,,
ENSG00000238185,,,,,,
ENSG00000224511,LINC00365,,,,,
ENSG00000281810,MIR3972,,,,,
ENSG00000280908,PADI4,,,,,
ENSG00000278496,,,,,,
ENSG00000271429,RPL17P51,,,,,
ENSG00000228036,HSPD1P9,,,,,
ENSG00000280208,GGT4P,,,,,
ENSG00000280949,PADI6,,,,,
ENSG00000281391,RCC2-AS1,,,,,
ENSG00000291497,RPL30P4,,,,,
ENSG00000291498,CNOT10-AS1,,,,,
ENSG00000281540,RCC2,,,,,
ENSG00000240868,C1QTNF9-AS1,,,,,
